filename	page_num	fn_num	fn_text	category
Jeon 2023.pdf	4	11	"ThemostprominentKoreancriticoftheWashingtonConsensushasbeeneconomist Ha-JoonChang,whohasadvocatedareturntothemoredevelopmentalistorientationthat characterizedeconomicpolicyinearlierdecades.See,forexample,Ha-JoonChangandIlene Grabel,""ReclaimingDevelopmentfromtheWashingtonConsensus,""JournalofPostKeynesian Economics27.2(Winter2004–2005):273–91."	4
Jeon 2023.pdf	5	13	"SeeDeweySim,""AreSingaporean'Tourists'inNorthKoreaActuallyEyeing'LastUn- tappedMarket'?,""SouthChinaMorningPost,15Sept.2019,www.scmp.com/week-asia/econom ics/article/3027116/are-singaporean-tourists-north-korea-actually-eyeing-last.SeealsoBryanHar- ris,LucyHornby,andDemetriSevastopulo,""EconomicScrambleforNorthKoreaPicksUp Pace,""FinancialTimes,19June2018,www.ft.com/content/3a7d413e-7424-11e8-aa31-31da4279a601"	2
Jeon 2023.pdf	5	14	GiovanniArrighi,TheLongTwentiethCentury:Money,Power,andtheOriginsofOur Times(Brooklyn,N.Y.,2010),296–300.	4
Jeon 2023.pdf	6	15	"PerhapsitisthisdreamthatPaikNak-chunghasinmindwhenhewrites,""indiscrimi- nateemulationoftheadvancedcountriesmayeventuallybringaboutthecommonruinof humanity""(PaikNak-chung,""MakingtheMovementforOvercomingtheDivisionSystema DailyPractice,""inDivisionSysteminCrisis:EssaysonContemporaryKorea,trans.KimMyung-hwan etal.[Berkeley,2011],p.13)."	4
Jeon 2023.pdf	7	16	WemightthinkofthismomentincomparisontothesceneinBongJoon-ho'sMother (Madŏ,2009)whenthetitlecharacterofferstwobillsaspaymenttoanindigentmanforan umbrelladuringasuddenrainstorm.Heonlytakesone.ButwhereasinMotherthedecisionto takelessthanofferedisperhapsamutedrejectionofcapitalistexchange,Yeon-gyo'sparsing ofthepaymentismoreoneofcompulsive,low-keygreed.	1a
Jeon 2023.pdf	8	17	"Thefilmcontinuallycallsattentiontothefranknessofallegory.WhentheKim'sreceive thescholar'sstone,Ki-woomarvelsatits""metaphoricalness."""	1a
Jeon 2023.pdf	9	18	SeeJodiKim,EndsofEmpire:AsianAmericanCritiqueandtheColdWar(Minneapolis, 2010),pp.3–	4
Jeon 2023.pdf	9	19	JiniKimWatson,ColdWarReckonings:AuthoritarianismandtheGenresofDecoloniza- tion(NewYork,2021),p.3.	4
Jeon 2023.pdf	10	20	"AdrianBrown,""FromUsherswithLove,""BBCNews,4July2009,news.bbc.co.uk/2/hi /asia-pacific/8115677.stm"	2
Jeon 2023.pdf	10	21	SeeCherylBenardetal.,TheBattleBehindtheWire:U.S.PrisonerandDetaineeOpera- tionsfromWorldWarIItoIraq(SantaMonica,Calif.,2011),pp.22–	4
Jeon 2023.pdf	10	22	MonicaKim,TheInterrogationRoomsoftheKoreanWar:TheUntoldHistory(Prince- ton,N.J.,2019),pp.241,242.	4
Jeon 2023.pdf	11	23	"PaikNak-chung,""MakingtheMovementforOvercomingtheDivisionSystemaDaily Practice,""p.3."	4
Jeon 2023.pdf	13	24	"SeeMichelleCho,""Genre,Translation,andTransnationalCinema:KimJee-woon'sThe Good,theBad,andtheWeird,""CinemaJournal54(Spring2015):47.Formoreontheglobalap- propriationofthewesterngenre,seeTheWesternintheGlobalSouth,ed.MaryEllenHiggins, RitaKeresztesi,andDaynaOscherwitz(NewYork,2015)."	4
Jeon 2023.pdf	13	25	"Cho'saccounthereresonateswithNeilCampbell'streatmentoftheafterlifeofHolly- woodwesternsinwhathecalls""post-Westerns"";SeeNeilCampbell,Post-Westerns:Cinema, Region,West(Lincoln,Neb.,2013),356–57."	4
Jeon 2023.pdf	14	26	"SeeAhnSung-mi,""PyongyangCallsFansofHitTVDrama'CrashLanding''Immoral,'"" KoreaHerald,4Mar.2020,www.koreaherald.com/view.php?ud=20200304000745"	2
Jeon 2023.pdf	15	27	"SeeDavidHarvey,""Globalizationandthe'SpatialFix,'""GeographischeRevue3,no.2 (2001):23–30."	4
Jeon 2023.pdf	16	28	"SeeHerrero,""FromGlobalizationtoDeglobalization."""	4
Jeon 2023.pdf	17	31	"SeeDavidSalazar,""OperaMeetsFilm:HowJoon-HoBong's'Parasite'DevelopsIronic NarrativethroughHandel's'Rodelinda,'""OperaWire,31Oct.2019,operawire.com/opera -meets-film-how-joon-ho-bongs-parasite-develops-ironic-narrative-through-handels-rodelinda/"	4
Jeon 2023.pdf	17	32	"ChristianHolub,""ParasiteDirectorBongJoonHoDiscussestheFilm'sTwistyEnding,"" EntertainmentWeekly,23Oct.2019,ew.com/movies/2019/10/23/parasite-bong-joon-ho-ending -explained/"	2
Jeon 2023.pdf	19	6	AerialviewofthestaircaseinfrontofthePark'shomeattheendofthefilm's climax.	1a
Jeon 2023.pdf	20	7	Geun-sae'sshrine.	1a
Jeon 2023.pdf	21	35	Itisimportanttoacknowledgeheretheflipsideofthiskindofrapiddevelopmentas epitomizedbythe1988SeoulOlympics.KimDong-won'sdocumentarySanggyedongOlympic (1988)depictsthelivesofresidentswhoweredisplacedtomakeroomforOlympic-relatedde- velopmentinSeoul.SeeYoung-aPark,UnexpectedAlliances:IndependentFilmmakers,theState, andtheFilmIndustryinPostauthoritarianSouthKorea(Stanford,Calif.,2015),pp.26–	4
Jeon 2023.pdf	21	36	RachaelMiyungJoo,TransnationalSport:Gender,Media,andGlobalKorea(Durham, N.C.,2012),p.6.	4
Jeon 2023.pdf	23	38	"BillBrown,""Things—inTheory,""inOtherThings(Chicago,2015),p.37."	4
Jeon 2023.pdf	24	39	"FredricJameson,""Postmodernism,orTheCulturalLogicofLateCapitalism,""NewLeft Review146(July/Aug.1984):60."	4
Jones 2021.pdf	1	1	"SeeRolandBarthes,""LeconInauguraleauCollègedeFrance,""7Jan.1977,ubusound .memoryoftheworld.org/barthes_roland/Barthes-Roland_Lecon-inaugurale-au-College-de-France -7-Janvier-1977.mp3"	4
Jones 2021.pdf	1	2	Barthes,HowtoLiveTogether:NovelisticSimulationsofSomeEverydaySpaces,trans.Kate Briggs(NewYork,2013),p.xviii;hereafterabbreviatedH. CriticalInquiry47(Winter2021) ©2021byTheUniversityofChicago.00093-1896/21/47S2-0020$10.00.Allrightsreserved.	4
Jones 2021.pdf	2	3	"See""PostsfromthePandemic,""IntheMoment,critinq.wordpress.com/2020/04/28/posts -from-the-pandemic/ Ewan Jones is a lecturer in English at Cambridge and a fellow of Downing College. He has just finished a second book on the history of the concept of rhythm in the nineteenth century and is working on a series of oblique peda- gogical strategies that seek to extend and to deform historical practices of close (or slow) reading, looking, and listening."	0
Jones 2021.pdf	3	4	"SeeIrinaDumitrescuandCalebSmith,""TheDemonofDistraction,""in""Postsfromthe Pandemic,""anonlinesupplementtoCriticalInquiry47(Winter2021):S77–"	4
Jones 2021.pdf	3	5	ArepresentativeinstanceisJonathanCrary'sSuspensionsofPerception:Attention,Specta- cle,andModernCulture(Cambridge,Mass.,1999).	4
Jones 2021.pdf	3	6	JosephNorth,LiteraryCriticism:AConcisePoliticalHistory(Cambridge,Mass.,2017), p.107.	4
Kasper Levine 2020.pdf	1	1	"Thephrase""lemondeàlarenverse""(theworldupsidedown)appearsearlyoninthe filmandwillbediscussedatlengthbelow.Forallsubsequentquotationsfromthefilm,see TheLastoftheUnjust(LeDernierdesinjustes),dir.ClaudeLanzmann(2013). CriticalInquiry46(Winter2020) ©2020byTheUniversityofChicago.00093-1896/20/4602-0003$10.00.Allrightsreserved."	1a
Kasper Levine 2020.pdf	3	3	SeeBenjaminMurmelstein,Terezin:IlghettomodellodiEichmann(Milan,2013).	4
Kasper Levine 2020.pdf	3	4	"SeeAnnaHájkovaá,""DerJudenältesteundseineSS-Maänner:BenjaminMurmelstein undseineBeziehungzuAdolfEichmannundKarlRahm,""inDerLetztederUngerechte:Der JudenältesteBenjaminMurmelsteininFilmen1942–1975,ed.RonnyLoewyandKatharina Rauschenberg(Frankfurt,2011),pp.75–100,esp.p.91."	4
Kasper Levine 2020.pdf	4	5	"DoronRabinovici,""BenjaminMurmelstein,'derLetztederUngerechten':Elemente undFolgentotalerOhnmacht,""inDerLetztederUngerechte,pp.35–52,esp.pp.37–38."	4
Kasper Levine 2020.pdf	5	1	Corbillards(hearses).	0
Kasper Levine 2020.pdf	6	2	Genickschuss.	0
Kasper Levine 2020.pdf	7	6	Lanzmann,ThePatagonianHare:AMemoir,trans.FrankWynne(NewYork,2012), p.1;hereafterabbreviatedPH.	0
Kasper Levine 2020.pdf	7	7	"Lanzmann,""LesNon-lieuxdelamémoire,""inAusujetdeShoah:lefilmdeClaude Lanzmann(Paris,1990),p.287."	4
Kasper Levine 2020.pdf	8	8	"Duden:DeutschesUniversalwörterbuch,8thed.,s.v.""Genick."""	0
Kasper Levine 2020.pdf	9	3	ReflectionofLanzmanninMurmelstein'sglasses.	1a
Kasper Levine 2020.pdf	14	5	Prague.	0
Kasper Levine 2020.pdf	17	8	CodeWord:Madagaskar.LandscapeinMadagascar.	1a
Kasper Levine 2020.pdf	18	9	Lanzmannaswitness.	0
Kasper Levine 2020.pdf	19	9	Ontheliterary(andwewouldaddherethecinematic)asacertainbeyondoflegaljus- tice,seeShoshanaFelman,TheJuridicalUnconscious:TrialsandTraumasintheTwentieth Century(Cambridge,Mass.,2002).Onthenotionofliteraryjustice,seepp.1–9,54–105.	4
Kelbert 2025.pdf	1	1	"Rilke'sFrenchandGermanpoemswrittenduringthesameperiod,includinghispairsof poemswrittenonthesamedayandaddressingthesametopic,areindeedcharacterizedbyde- monstrablydistinctpoetics;seeEugeniaKelbert,""RebornasRené:TheInterplayofSelfand LanguageinRilke'sLateFrenchandGermanPoetry,""YearbookofGeneralandComparativeLit- erature56,no.1(2010):201–"	4
Kelbert 2025.pdf	1	2	RainerMariaRilke,lettertoLouAndreas-Salomé,22Apr.1924,Werke:Kommentierte AusgabeinvierBändenmiteinemSupplementband,ed.ManfredEngelandUlrichFülleborn, 5vols.(FrankfurtamMain,1996):5:	2
Kelbert 2025.pdf	1	420	CriticalInquiry,volume51,number4,Summer2025. ©2025TheUniversityofChicago.Allrightsreserved.PublishedbyTheUniversityofChicagoPress.https://doi.org/10.1086/735693	0
Kelbert 2025.pdf	3	6	Walkowitz,BornTranslated,p.	4
Kelbert 2025.pdf	3	7	Seeibid.,p.	0
Kelbert 2025.pdf	3	8	SeeApter,TheTranslationZone.	4
Kelbert 2025.pdf	4	7	"C F o o g r ni m tio o n re ,""o i n n LanguageandBilingualCognition,ed.CookandBenedettaBassetti(NewYork,2011),pp.519– 27and""LinguisticRelativityandTranslation"";JohnMcNamara,""BilingualismandThought,"" MonographSeriesonLanguagesandLinguistics21(1970):25–40;LewisS.Feuer,""SociologicalAs- pectsoftheRelationBetweenLanguageandPhilosophy,""PhilosophyofScience20(Apr.1953): 85–100;KarlVossler,TheSpiritofLanguageinCivilization,trans.OscarOeser(NewYork, 1932);EdmundA.RonowiczandKanyaratRittidech,""TheSapirWhorfHypothesisandTrans- lationorthePowerandWeaknessofLanguage,""JournaloftheFacultyofArts2,no.2(2006): pp.21–31;andJ.W.Swanson,""LinguisticRelativityandTranslation."""	4
Kelbert 2025.pdf	5	13	ImagineAlarecherchedutempsperduwrittenbyawriterwithaningrainedvisionof timeasverticalorofpastassomethingaheadratherthanbehind,apatternAymaraL1speakers produceeveninL2Spanish;seeBM,p.	4
Kelbert 2025.pdf	5	14	"DanI.Slobin,""From'ThoughtandLanguage'to'ThinkingforSpeaking,'""inRethink- ingLinguisticRelativity,ed.JohnJ.GumperzandStephenC.Levinson(NewYork,1996),p.76."	4
Kelbert 2025.pdf	6	7	ilingualWriterson	0
Kelbert 2025.pdf	6	19	"Huston,""LaDansedeGengisCohnoucommentGarysetraduit,""inLecturesdeRomain Gary(Paris,2010),p.35.ThePortuguese/ItalianpoetVeraLuciaDeOliveirasimilarlystates thatshecouldonlyexpresssomethingsinPortugueseandothersinItalian,adding""across thetwolanguagesIwalk,andperhapstheymakemewalk""(QuotedinAliceLodaandAnto- nioViselli,""TranslingualismandPoetry,""inTheRoutledgeHandbookofLiterary Translingualism,ed.StevenG.KellmanandNatashaLvovich[NewYork,2022],p.19)."	4
Kelbert 2025.pdf	6	20	Ontheeffectsontaboolanguage,seeMichèleKoven,SelvesinTwoLanguages:Bilin- guals'VerbalEnactmentsofIdentityinFrenchandPortuguese(Philadelphia,2007).	4
Kelbert 2025.pdf	7	24	"SeeYaseminYildiz,BeyondtheMotherTongue:ThePostmonolingualCondition(New York,2012),pp.110–12.Thesedifferencesarepartlyattributabletoatranslingualwriter'sshift betweenanativeandanacquiredlanguage.Differencesbetweennativeandnon-nativelan- guageusehavebeenshowntoaffectevenmoraljudgment;seeAlbertCostaetal.""YourMor- alsDependonLanguage,""PLOSOne9(Apr.2014):1–7.SeealsoTheRoutledgeHandbookof LiteraryTranslingualism,andKelbert,""AcquiringaSecondLanguageLiterature:Patternsin TranslingualWritingfromModernismtotheModerns""(PhDdiss.,YaleUniversity,2015). Studiesofbalancedbilingualandmonolingualspeakerssuggest,however,thatlanguagechoice isalsoapowerfulfactoroutsideatranslingualcontext."	4
Kelbert 2025.pdf	8	25	"SeeAnnaWierzbicka,""BilingualismandCognition:ThePerspectivefromSemantics"" inLanguageandBilingualCognition,pp.203–06."	4
Kelbert 2025.pdf	9	26	"House,""LinguisticRelativityandTranslation,""p."	4
Kelbert 2025.pdf	9	27	"QuotedinRainierGrutmanandTrishVanBolderen,""Self-Translation,""inACompan- iontoTranslationStudies,ed.SandraBermannandCatherinePorter(Malden,Mass.,2014), p.330.Onself-translation,seeSimonaAnselmi,""Self-Translators'RewritinginFreedom:New InsightsfromProduct-BasedTranslationStudies,""TestoeSenso19(Oct.2018):1–"	4
Kelbert 2025.pdf	9	28	"SeeMariannaDeganutti,""A'Mistaken'ChoiceofLanguage?:ACaseofSelf-Translation,"" inAnnieChartresVivanti:TransnationalPolitics,Identity,andCulture,ed.SharonWoodand EricaMoretti(Madison,N.J.,2016),pp.81–95."	4
Kelbert 2025.pdf	10	29	"SeeKelbert,""RomainGary'sCollaborativeSelf-Translations:TranslationalBeyond Translation,""Meta68,no.2(Aug.2023):288–"	4
Kelbert 2025.pdf	10	30	RomainGary,WhiteDog(NewYork,1970),p.38;hereafterabbreviatedWD.These manuscriptsofChienblancandLaDansedeGenghisCohn,housedbytheMuséedesLettres etManuscritsinParispriortothemuseum'sclosurein2015,arecurrentlyunavailableto researchers.	1a
Kelbert 2025.pdf	11	31	SeeGary,LadyL.,trans.pub.(Paris,1963),p.	1a
Kelbert 2025.pdf	11	32	Gary,LadyL.(NewYork,1959),p.	1a
Kelbert 2025.pdf	11	33	"QuotedinMyriamAnissimov,RomainGary,lecaméléon(Paris,2006),p.303.Gary specifiesthat,inthecaseofLadyL.,he'dbeen""forcéenfrançaisde...'psychologiser,'""to makethenovelmorepsychological(influenced,perhaps,byPeterUstinov'ssuccessfulmovie adaptationoftheoriginalnovel,starringSophiaLoren)(ibid.)."	0
Kelbert 2025.pdf	12	34	Gary,Chienblanc(Paris,1970),p.159;hereafterabbreviatedCB.	1a
Kelbert 2025.pdf	12	35	"TheitalicspointoutGary'schangesmadebetweentheghosttranslator'stypescriptand thepublishedEnglishversionofthenovel.Onephrasehasgonethroughthefollowingpermu- tations:""you'vegonepathological""intheoriginalandthetranslator'stranscript,to""you're gonepathological""inthemanuscript,andfinally""you'repathological""inthepublishednovel (Gary,typescriptofChienBlanc,MuséedesLettresetManuscrits,Paris)."	1a
Kelbert 2025.pdf	13	36	"Forexample,""Ahnon,assez,merde""(CB,p.55)becomes""Merde,merde!J'enaiassez!"" (WD,p.56);""Tuvoisuneautresolution?""(CB,p.107)becomes""Tuvoisautrechose,vieux?"" (WD,p.108)."	1a
Kelbert 2025.pdf	13	37	SeeDavidBellos,RomainGary:ATallStory(London,2010),pp.267–	4
Kelbert 2025.pdf	13	38	Gary,LadansedeGengisCohn(Paris,1967),p.	1a
Kelbert 2025.pdf	13	39	Gary,TheDanceofGenghisCohn,trans.GaryandCamillaSykes(London,1969),p.41, hereafterabbreviatedGC.	1a
Kelbert 2025.pdf	13	40	Gary,LadansedeGengisCohn,p.59.	1a
Kelbert 2025.pdf	14	43	"AntoineBerman,""Latraductionetlalettreoul'aubergedulointain,""inLestoursde Babel:essaissurlatraduction(Mauvezin,1985),pp.53,54.Sometranslatorshavetakenthis principleespeciallyfar.Thenineteenth-centuryRussiantranslatorIrinarkhVvedenskiire- wrotethenovelshetranslatedandjustifiedthisbyseeking""theformtheauthorwould havegivenhisideashadhelivedandactedincircumstanceslikeours""(Quoted.inYu.D. Levin,RusskieperevodchikiXIXvekairazvitiekhudozhestvennogoperevoda[Leningrad,1985], p.126)."	4
Kelbert 2025.pdf	15	44	"Robinson,""WhatKindofLiteratureIsaLiteraryTranslation?,""p."	4
Kelbert 2025.pdf	15	45	SeeClaudineBorg,ALiteraryTranslationintheMaking:AProcess-OrientedPerspective (NewYork,2023),p.	4
Kelbert 2025.pdf	15	46	"House,""LinguisticRelativityandTranslation,""p.82."	4
Kelbert 2025.pdf	16	47	"SomeareoutlinedinAnthonyPym,""TranslationResearchTerms:ATentativeGlossary forMomentsofPerplexityandDispute,""inTranslationResearchProjects3,ed.Pym(Tarragona, 2011),p."	4
Kelbert 2025.pdf	16	48	SeePrismaticTranslation,ed.MatthewReynolds(Cambridge,2019).	4
Kelbert 2025.pdf	16	49	AntoineBerman,TowardaTranslationCriticism:JohnDonne,trans.Françoise Massardier-Kenney(Kent,Ohio,2009),p.	4
Kelbert 2025.pdf	16	50	SeeEzraPound,ABCofReading(NewYork,1934),p.	4
Kelbert 2025.pdf	16	51	"SeeFedericaMassia,""TheLiteraryPrestigeoftheTranslatedText:Collodi'sRe-Writing ofPerrault'sContes,""Signata7(2016):127–54."	4
Kelbert 2025.pdf	17	57	"Mauranen,""UniversalTendenciesinTranslation,""p.45.SeealsoEllaRabinovichetal., ""OntheSimilaritiesBetweenNative,Non-Native,andTranslatedTexts,""arXiv,11Sept.2016, arxiv.org/abs/1609.03204"	4
Kelbert 2025.pdf	18	61	"DavidBellos,""TheThirdCode:TranslationasaDialect,""IsThataFishinYourEar?: TranslationandtheMeaningofEverything(NewYork,2011),pp.193,191.ComparewithLinn Øverås,""InSearchoftheThirdCode:AnInvestigationofNormsinLiteraryTranslation,"" Meta43(Dec.1998):557–70,andDelaere,DeSutter,andPloevets,""IsTranslatedLanguage MoreStandardizedthanNon-TranslatedLanguage?"""	4
Kelbert 2025.pdf	19	65	"SeeToury,DescriptiveTranslationStudiesandBeyond,p.301.Asof2012,Tourystill notes""thelittledeliberateeffortinvestedsofarintheestablishmentofsuchlaws""(p.303)."	4
Kelbert 2025.pdf	19	66	ThisandsimilarevidencepointtotheexistenceofTUs,thoughitappearslogicalthat someversionofS-universals,thatis,tendenciesthatconsistentlydistinguishtranslationsfrom theiroriginals,wouldalsofollow.	0
Kelbert 2025.pdf	19	67	RoyYoudale,UsingComputersintheTranslationofLiteraryStyle:ChallengesandOppor- tunities(NewYork,2020).	4
Kelbert 2025.pdf	20	68	"SeePym,""TheTranslatorasNon-Author,andIAmSorryaboutThat,""inTheTransla- torasAuthor:PerspectivesonLiteraryTranslation,ed.ClaudiaBuffagni,BeatriceGarzelli,and SerenellaZanotti(Münster,2011):31–44.SeealsoKaterinaBantinaki,""TheLiteraryTranslator asAuthor:APhilosophicalAssessmentoftheIdea,""TranslationStudies13,no.3(2020): 306–17."	4
Kelbert 2025.pdf	21	70	"Robinson,forexample,describeshowhewasonlyabletowriteanovelinEnglishby imaginingthathewastranslatingfromFinnish.SeeKelbertetal.,""TranslationinCreativity: RoundtableDiscussion.""SeealsoHaideeKrugerandBertusvanRooy,""ConstrainedLanguage: AMultidimensionalAnalysisofTranslatedEnglishandaNon-NativeIndigenisedVarietyof English,""EnglishWorld-Wide37,no.1(2016):26–57."	4
Kelbert 2025.pdf	22	71	SeeKarenEmmerich,LiteraryTranslationandtheMakingofOriginals(NewYork,2017).	4
Kelbert 2025.pdf	22	72	"Robinsondiscussesfurtherimplicationsofthepresentargumentfortranslationtheory andpracticein""WhatIstheLegalStatusofGideonToury'sLawsofTranslation?,""Questions forTranslationStudies(Amsterdam,2023),pp.133–87."	4
Kelbert 2025.pdf	23	73	"SeeKelbert,""RomainGary'sCollaborativeSelf-Translations."""	4
Kelbert 2025.pdf	23	74	SeeConstraintsonLanguageVariationandChangeinComplexMultilingualContactSet- tings,ed.vanRooyandHaideeKotze(Amsterdam,2024).	4
Kelbert 2025.pdf	23	75	"OlegLekmanov,""OsipMandelstamAsaTeacherofYoungAuthors(FromtheMemoirs ofContemporaries),""NewLiteraryObserver183,no.5(2023):104."	4
Keller 2024.pdf	1	1	"SeeFredricJameson,ArchaeologiesoftheFuture:TheDesireCalledUtopiaandOtherSci- enceFictions(NewYork,2005)and""TheEndofTemporality,""CriticalInquiry29(Summer 2003):695–"	4
Keller 2024.pdf	1	718	CriticalInquiry,volume50,number3,Spring2024. ©2024TheUniversityofChicago.Allrightsreserved.PublishedbyTheUniversityofChicagoPress.https://doi.org/10.1086/728954	0
Keller 2024.pdf	2	2	SeeVictorOlgyay,DesignwithClimate:BioclimaticApproachtoArchitecturalRegionalism (Princeton,N.J.,1963),andIanL.McHarg,DesignwithNature(GardenCity,N.Y.,1969). Sean Keller is associate professor and associate dean at the Illinois Institute of Technology College of Architecture. He is the author of Automatic Architec- ture: Motivating Form After Modernism (2017).	4
Keller 2024.pdf	3	3	AugustSchmarsow,ZurFragenachdemMalerischen,seinGrundbegriffundseine Entwicklung,vol.1ofBeiträgezurAesthetikderbildendenKünste,3vols.(Leipzig,1896),p.13.	4
Keller 2024.pdf	4	4	ReynerBanham,TheoryandDesignintheFirstMachineAge(London,1960),pp.329–30.	4
Keller 2024.pdf	5	5	"SeeAdolfLoos,""Ornementetcrime,""LesCahiersd'aujourd'hui3(June1913):247–56."	1b
Keller 2024.pdf	6	6	"M.M.Bakhtin,""FormsofTimeandoftheChronotopeintheNovel:Notestowarda HistoricalPoetics,""inTheDialogicImagination:FourEssays,trans.CarylEmersonandMichael Holquist,ed.Holquist(Austin,Tex.,1981),p.84;hereafterabbreviated""FT."""	4
Keller 2024.pdf	8	7	SeeZygmuntBauman,LiquidModernity(Malden,Mass.,2000).	4
Keller 2024.pdf	9	8	Jameson,ArchaeologiesoftheFuture,pp.88–89.	4
Keller 2024.pdf	10	9	SeeRobertVenturi,ComplexityandContradictioninArchitecture(NewYork,1974),and ColinRoweandFredKoetter,CollageCity(Cambridge,Mass.,1978).	4
Keller 2024.pdf	10	10	SeeVenturi,DeniseScottBrown,andStevenIzenour,LearningfromLasVegas(Cam- bridge,Mass.,1972).	4
Keller 2024.pdf	11	11	"StephenGardinermakesapersuasiveargumentthatthespatialdimensionoftheclimate problemactuallydistractsusfromthemoresignificanttemporaldimension;seeStephenM. Gardiner,""APerfectMoralStorm:ClimateChange,IntergenerationalEthicsandtheProblem ofMoralCorruption,""EnvironmentalValues15(Aug.2006):397–413."	4
Keller 2024.pdf	12	13	"FrederickBuell,""AShortHistoryofEnvironmentalApocalypse,""inFutureEthics: ClimateChangeandApocalypticImagination,ed.StefanSkrimshire(NewYork,2010),p."	4
Keller 2024.pdf	12	14	"Writingaboutthehistoricalentwinementofthenuclearandclimatecrises,Mark Levenepushesustorecognizethe""Thanatosmode""ofthoughtthatshapesboth(Mark Levene,""TheApocalypticasContemporaryDialectic:FromThanatos[Violence]toEros [Transformation],""inFutureEthics,p.66)."	4
Keller 2024.pdf	13	15	HansJonas,TheImperativeofResponsibility:InSearchofanEthicsfortheTechnological Age,trans.JonasandDavidHerr(Chicago,1984).	4
Keller 2024.pdf	13	16	"SeeChristopherGroves,""FutureEthics:Risk,CareandNon-ReciprocalResponsibility,"" JournalofGlobalEthics5(Apr.2009):17–31."	4
Keller 2024.pdf	14	18	SeePamelaM.Lee,Chronophobia:OnTimeintheArtofthe1960s(Cambridge,Mass., 2004).	4
Keller 2024.pdf	14	19	"SeeElisaIturbe,""ArchitectureandtheDeathofCarbonModernity,""Log47(Fall2019): 11–23."	4
Keller 2024.pdf	15	20	KielMoe,Convergence:AnArchitecturalAgendaforEnergy(NewYork,2013),p.	4
Keller 2024.pdf	15	21	Seeibid.,pp.97–	4
Keller 2024.pdf	15	22	AnimportantreferencepointforthislineofthinkingisN.J.Habraken,Supports:An AlternativetoMassHousing,trans.B.ValkenburgAriba(London,1972).SeealsoStewartBrand, HowBuildingsLearn:WhatHappensafterThey'reBuilt(NewYork,1994).	4
Keller 2024.pdf	16	23	"SeePrestonScottCohen,""TheHiddenCoreofArchitecture,""HarvardDesignMagazine 35(Fall/Winter2012):6–"	4
Keller 2024.pdf	16	24	Ibid.,p.	4
Keller 2024.pdf	16	25	DanielM.Abramson,Obsolescence:AnArchitecturalHistory(Chicago,2016),p.54.See alsoSeanKeller,reviewofObsolescencebyAbramson,CriticalInquiry44(Autumn2017):195– 97.	4
Keller 2024.pdf	17	26	Ontheimportanceofnotbuildingnewstructures,seeWorldGreenBuildingCouncil, BringingEmbodiedCarbonUpfront:CoordinatedActionfortheBuildingandConstructionSector toTackleEmbodiedCarbon(London,2019),worldgbc.org/article/bringing-embodied-carbon -upfront/	0
Keller 2024.pdf	18	27	NYCMayor'sOfficeofRecoveryandResiliency,version3.0ofClimateResiliencyDesign Guidelines(NewYork,2019),p.9,www.nycstreetdesign.info/sites/default/files/2020-01/NYC_Cli mate_Resiliency_Design_Guidelines_v3-0.pdf	3
Keller 2024.pdf	18	28	SeeUnitedNationsEnvironmentProgramme,TheHeatIsOn–AWorldofClimate PromisesNotYetDelivered(Nairobi,2021),wedocs.unep.org/bitstream/handle/20.500.11822 /36990/EGR21.pdf	0
Keller 2024.pdf	19	2	SCAPEandDonaldBoesch,OurFutureCoast,2020.	4
Keller 2024.pdf	21	29	SeeDonaldF.Boesch,EnvisioningtheFutureoftheLouisianaGulfCoast(2020), 8ce82b94a8c4fdc3ea6d-b1d233e3bc3cb10858bea65ff05e18f2.ssl.cf2.rackcdn.com/e0/46 /6238d4b84d298ae415dc93a27b0e/envisioning-future-of-louisiana-coast-report-03-09-20.pdf	4
Keller 2024.pdf	21	30	Ibid.,p.3.	4
Keller 2024.pdf	22	31	SusanBuck-Morss,DreamworldandCatastrophe:ThePassingofMassUtopiainEast andWest(Cambridge,Mass.,2000),pp.66–67.	4
Kindley 2021.pdf	1	1	MarshallMcLuhan,lettertoHughKenner,30Jan.1950.HughKennerPapers,Harry RansomCenter,box46,folder2,p.2;hereafterabbreviatedLK.	2
Kindley 2021.pdf	1	2	"McLuhan,""Network#2,""HughKennerPapers,HarryRansomCenter,box46,folder2, p.1.Thissentenceishandwritten(presumablybyMcLuhan)atthetopofasampleNetwork documentMcLuhansenttoKenner. CriticalInquiry47(Spring2021) ©2021byTheUniversityofChicago.00093-1896/21/4703-0005$10.00.Allrightsreserved."	2
Kindley 2021.pdf	3	3	SeeMcLuhan,UnderstandingMedia:TheExtensionsofMan(Cambridge,Mass.,1994).	4
Kindley 2021.pdf	5	6	"ForarecentconsiderationofKenner'sconservatismanditsrelationtohisscholarly work,seeStephenSchryer,""ConservativeCircuits:HughKenner,Modernism,andNationalRe- view,""Modernism/modernity26(Sept.2019):505–20."	4
Kindley 2021.pdf	6	7	"HughKenner,""ManuscripttobePlacedinaBottle,""Spectrum1(Winter1957):3–10; hereafterabbreviated""M."""	4
Kindley 2021.pdf	9	8	KimPhillips-Fein,InvisibleHands:TheBusinessmen'sCrusadeAgainsttheNewDeal(New York,2009),p.x.	4
Kindley 2021.pdf	9	9	Ibid.,p.x.	4
