work_key	title	author_name	first_publish_year	canonical	htid_count	pd_count	sample_htids	matched_title	matched_author	source
OL7882381W	Three little kittens	Uncle Milton.	1908	0	2	2	mdp.39015058640346|uc2.ark:/13960/t2z31pf0j	The three little kittens / with new pictures by Kurt Wiese.		hathifiles_title
OL32091962W	The Three little kittens		1895	0	3	3	mdp.39015058640346|uc2.ark:/13960/t2z31pf0j|oxu1.605441880	The three little kittens / with new pictures by Kurt Wiese.		hathifiles_title
OL18461613W	Atlantic narratives	Charles Swain Thomas	1918	0	13	13	uc2.ark:/13960/t6057f54c|uc1.$b272745|mdp.39015058691125	Atlantic narratives; modern short stories; ed. with an intro		hathifiles_title
OL3292446W	First Lensman	Smith, Edward E.	1950	0	1	0	mdp.39015019230310	"First Lensman / E.E. ""Doc"" Smith."	Smith, E. E. 1890-1965.	hathifiles_title
OL3292443W	Gray Lensman	Smith, Edward E.	1939	0	2	0	mdp.39015019147258|uc1.31822025915893	"Gray Lensman / E.E. ""Doc"" Smith."	Smith, E. E. 1890-1965.	hathifiles_title
OL32146526W	Silence	Mary Eleanor Wilkins Freeman	1898	0	3	3	hvd.hwk6nm|nyp.33433115575684|uc2.ark:/13960/t8v980b7r	Silence : and other stories / by Mary E. Wilkins.	Freeman, Mary Eleanor Wilkins, 1852-1930	hathifiles_title
OL32146528W	The Yates pride	Mary Eleanor Wilkins Freeman	1912	0	4	4	uc2.ark:/13960/t0gt5gc20|uc1.$b287391|nyp.33433111627489	The Yates pride; a romance, by Mary E. Wilkins Freeman ...	Freeman, Mary Eleanor Wilkins, 1852-1930	hathifiles_title
OL29244457W	The Billiard-Room Mystery	Flynn, Brian.	1929	0	1	1	mdp.39015063535556	The billiard-room mystery / by Brian Flynn.	Flynn, Brian, 1885-	hathifiles_title
OL4112797W	A Certain Dr Thorndyke	R. Austin Freeman	1928	0	1	1	mdp.39015035383861	A certain Dr. Thorndyke / by R. Austin Freeman.	Freeman, R. Austin 1862-1943.	hathifiles_title
OL4112855W	The Red Thumb Mark	R. Austin Freeman	1907	0	2	2	mdp.39015063919404|osu.32435017899196	The red thumb mark / by R. Austin Freeman.	Freeman, R. Austin 1862-1943.	hathifiles_title
OL7537122W	The Craig Poisoning Mystery	Dorothy Fielding	1930	0	1	1	mdp.39015049748554	The Craig poisoning mystery / [by] A. Fielding.	Fielding, A. 1900-	hathifiles_title
OL27103410W	Told in the Hills	Marah Ellis Ryan	1891	0	7	7	uc2.ark:/13960/t5x63cb8n|hvd.hn1sk7|hvd.hn1eg7	Told in the hills : a novel / by Marah Ellis Ryan.	Ryan, Marah Ellis, 1866-1934.	hathifiles_title
OL262523W	The Maracot Deep	Doyle, Arthur Conan	1934	0	1	1	mdp.39015007005666	The Maracot Deep : and other stories / by Arthur Conan Doyle	Doyle, Arthur Conan, 1859-1930.	hathifiles_title
OL262438W	The Sign of Four	Doyle, Arthur Conan	1889	0	18	16	mdp.39015011421701|mdp.39015061869163|uc1.b3578478	The sign of the four / By A. Conan Doyle.	Doyle, Arthur Conan, 1859-1930.	hathifiles_title
OL38606142W	Sign of the Four	Doyle, Arthur Conan	1900	0	16	14	mdp.39015011421701|mdp.39015061869163|mdp.39015086851436	The sign of the four / By A. Conan Doyle.	Doyle, Arthur Conan, 1859-1930.	hathifiles_title
OL44450980W	The sign of four	Doyle, Arthur Conan	1893	0	18	16	mdp.39015011421701|mdp.39015061869163|uc1.b3578478	The sign of the four / By A. Conan Doyle.	Doyle, Arthur Conan, 1859-1930.	hathifiles_title
OL44002471W	The tragedy of the Korosko	Doyle, Arthur Conan	1912	0	2	1	mdp.39015063914017|uc1.b4880961	The tragedy of the Korosko / by Arthur Conan Doyle.	Doyle, Arthur Conan, 1859-1930.	hathifiles_title
OL39454777W	Uncle Bernac	Doyle, Arthur Conan	1897	0	9	7	uc2.ark:/13960/t44q7rg3v|mdp.39015033602817|uc1.$b111897	Uncle Bernac; a memory of the empire, by A. Conan Doyle ...	Doyle, Arthur Conan, 1859-1930.	hathifiles_title
OL262553W	The White Company	Doyle, Arthur Conan	1890	0	24	23	mdp.39015020227594|nyp.33433074968011|mdp.39015005071280	The white company / by A. Conan Doyle.	Doyle, Arthur Conan, 1859-1930.	hathifiles_title
OL42503729W	The White company	Doyle, Arthur Conan	1927	0	6	5	mdp.39015020227594|nyp.33433074968011|mdp.39015005071280	The white company / by A. Conan Doyle.	Doyle, Arthur Conan, 1859-1930.	hathifiles_title
OL39458921W	The White Company	Doyle, Arthur Conan	1900	0	18	17	mdp.39015020227594|nyp.33433074968011|mdp.39015005071280	The white company / by A. Conan Doyle.	Doyle, Arthur Conan, 1859-1930.	hathifiles_title
OL32222174W	Dreams	Olive Schreiner	1894	0	13	13	mdp.39015002306507|mdp.39015080470845|uc2.ark:/13960/t5z60k13v	Dreams / Olive Schreiner.	Schreiner, Olive, 1855-1920.	hathifiles_title
OL1161375W	The siege of Malta	S. Fowler Wright	1942	0	4	0	miua.0218694.0001.001|miua.0218694.0002.001|mdp.39015053127695	The siege of Malta / by S. Fowler Wright ; founded on an unf	Wright, S. Fowler 1874-1965.	hathifiles_title
OL17036122W	A family flight over Egypt and Syria	Hale, Edward Everett	1882	0	2	2	mdp.39015025903165|yale.39002065519051	A family flight over Egypt and Syria / by Rev. E. E. Hale an	Hale, Edward Everett, 1822-1909.	hathifiles_title
OL32089870W	The enchanted burro	Charles Fletcher Lummis	1897	0	6	6	uc2.ark:/13960/fk1bk16q5v|nyp.33433112006832|mdp.39015063942356	The enchanted burro; and other stories as I have known them 	Lummis, Charles Fletcher, 1859-1928.	hathifiles_title
OL415092W	Harold, the last of the Saxon kings ; Falkland ; Calderon, the Courtier	Lytton, Edward Bulwer Lytton	1900	0	16	16	hvd.hn3np8|hvd.hn3npa|hvd.hwee99	Harold, the last of the Saxon kings / by Edward Bulwer Lytto	Lytton, Edward Bulwer Lytton, Baron, 180	hathifiles_title
OL39085748W	Anne of Green Gables	L. M. Montgomery	1908	0	4	3	mdp.39015012336643|uc1.32106015009233|uc2.ark:/13960/t1xd0sc6x	Anne of Green gables ...	Montgomery, L. M. 1874-1942.	hathifiles_title
OL77777W	Emily climbs	L. M. Montgomery	1920	0	1	1	mdp.39015058014815	Emily climbs ...	Montgomery, L. M. 1874-1942.	hathifiles_title
OL10800243W	We must march	Honoré Morrow	1925	0	4	4	uc1.$b243674|mdp.39015063924933|ia.ark:/13960/s28tqg63vw1	We must march : a novel of the winning of Oregon / by Honore	Morrow, Honoré, 1880-1940.	hathifiles_title
OL10800244W	With malice toward none	Honoré Morrow	1928	0	1	1	mdp.39015063924941	With malice toward none / by Honoré Willsie Morrow.	Morrow, Honoré, 1880-1940.	hathifiles_title
OL4452226W	With malice toward none	Honoré Morrow	1928	0	1	1	mdp.39015063924941	With malice toward none / by Honoré Willsie Morrow.	Morrow, Honoré, 1880-1940.	hathifiles_title
OL39459122W	Eight cousins	Louisa May Alcott	1900	0	4	4	mdp.39015063516861|nyp.33433082529706|coo.31924021969278	Eight cousins; or, The aunt-hill ...	Alcott, Louisa May, 1832-1888.	hathifiles_title
OL43279428W	Miss Bishop	Bess Streeter Aldrich	1933	0	2	0	mdp.39015063740214|uc1.$b299555	Miss Bishop / [by] Bess Streeter Aldrich.	Aldrich, Bess Streeter, 1881-1954.	hathifiles_title
OL1881354W	A white bird flying	Bess Streeter Aldrich	1931	0	4	0	mdp.39015063740198|mdp.39015065529813|uc1.$b322911	A white bird flying / by Bess Streeter Aldrich.	Aldrich, Bess Streeter, 1881-1954.	hathifiles_title
OL235776W	The perfect tribute	Mary Raymond (Shipman) Andrews	1906	0	17	17	mdp.39015006949914|uc2.ark:/13960/fk0zp3w00z|uiuo.ark:/13960/t8pc31j35	The perfect tribute / by Mary Raymond Shipman Andrews.	Andrews, Mary Raymond Shipman, 1860-1936	hathifiles_title
OL16621439W	The perfect tribute	Mary Raymond Shipman Andrews	1911	0	17	17	mdp.39015006949914|uc2.ark:/13960/fk0zp3w00z|uiuo.ark:/13960/t8pc31j35	The perfect tribute / by Mary Raymond Shipman Andrews.	Andrews, Mary Raymond Shipman, 1860-1936	hathifiles_title
OL16621194W	The perfect tribute	Mary Raymond Shipman Andrews	1906	0	17	17	mdp.39015006949914|uc2.ark:/13960/fk0zp3w00z|uiuo.ark:/13960/t8pc31j35	The perfect tribute / by Mary Raymond Shipman Andrews.	Andrews, Mary Raymond Shipman, 1860-1936	hathifiles_title
OL16621442W	The perfect tribute	Mary Raymond Shipman Andrews	1913	0	12	12	mdp.39015006949914|uc2.ark:/13960/fk0zp3w00z|uiuo.ark:/13960/t8pc31j35	The perfect tribute / by Mary Raymond Shipman Andrews.	Andrews, Mary Raymond Shipman, 1860-1936	hathifiles_title
OL16621437W	The perfect tribute	Mary Raymond Shipman Andrews	1912	0	15	15	mdp.39015006949914|uc2.ark:/13960/fk0zp3w00z|uiuo.ark:/13960/t8pc31j35	The perfect tribute / by Mary Raymond Shipman Andrews.	Andrews, Mary Raymond Shipman, 1860-1936	hathifiles_title
OL16621190W	The perfect tribute	Mary Raymond Shipman Andrews	1919	0	4	4	mdp.39015006949914|mdp.49015000063785|inu.32000009072705	The perfect tribute / by Mary Raymond Shipman Andrews.	Andrews, Mary Raymond Shipman, 1860-1936	hathifiles_title
OL16621179W	The perfect tribute	Mary Raymond Shipman Andrews	1915	0	4	4	mdp.39015006949914|mdp.49015000063785|inu.32000009072705	The perfect tribute / by Mary Raymond Shipman Andrews.	Andrews, Mary Raymond Shipman, 1860-1936	hathifiles_title
OL16257277W	The three things	Mary Raymond Shipman Andrews	1917	0	13	13	mdp.39015063739851|nyp.33433082486121|hvd.hn1l6r	The three things; the forge in which the soul of a man was t	Andrews, Mary Raymond Shipman, 1860-1936	hathifiles_title
OL14857732W	The Roman hat mystery, a problem in deduction	Ellery QUEEN	1929	0	1	0	mdp.39015018015118	The Roman hat mystery, a problem in deduction / by Ellery Qu	Queen, Ellery.	hathifiles_title
OL14857819W	Ten days' wonder	Ellery QUEEN	1948	0	1	0	mdp.39015063936366	Ten days' wonder.	Queen, Ellery.	hathifiles_title
OL14857811W	The tragedy of X	Ellery QUEEN	1932	0	1	0	mdp.39015058390330	The tragedy of X; a Drury Lane mystery / by Barnaby Ross [ps	Queen, Ellery,	hathifiles_title
OL16872347W	The cloister and the hearth	Reade, Charles	1910	0	18	17	mdp.39015063949591|mdp.39015067293160|mdp.39015066688642	The cloister and the hearth ; a tale of the middle ages / by	Reade, Charles, 1814-1884.	hathifiles_title
OL39438790W	It is never too late to mend	Reade, Charles	1882	0	18	18	njp.32101064789934|mdp.39015063948668|uc2.ark:/13960/t6rx9gv7c	"""It is never too late to mend"" : a matter-of-fact romance / "	Reade, Charles, 1814-1884.	hathifiles_title
OL15865098W	Peg Woffington	Reade, Charles	1900	0	9	9	mdp.49015000795071|mdp.39015063948973|mdp.39015049038899	Peg Woffington / by Charles Reade, with an introduction by R	Reade, Charles, 1814-1884.	hathifiles_title
OL9174656W	Mauleverer's millions	T. Wemyss Reid	1886	0	1	1	mdp.39015063925799	Mauleverer's millions / A Yorkshire romance by T. Wemyss Rei	Reid, T. Wemyss 1842-1905.	hathifiles_title
OL33135762W	Bruin	Mayne Reid	1889	0	3	3	mdp.39015063949096|uc2.ark:/13960/t2w37xh8v|uc1.b4104026	Bruin / by Captain Mayne Reid.	Reid, Mayne, 1818-1883.	hathifiles_title
OL13209127W	The rifle rangers	Mayne Reid	1903	0	7	7	mdp.39015063925732|hvd.hn1elx|hvd.hn1teg	The rifle rangers / by Captain Mayne Reid.	Reid, Mayne, 1818-1883.	hathifiles_title
OL40346251W	Black Oxen	Gertrude Franklin Horn Atherton	1923	0	4	4	mdp.39015063753738|wu.89098865926|mdp.39015034101561	Black oxen / by Gertrude Atherton.	Atherton, Gertrude Franklin Horn, 1857-1	hathifiles_title
OL42951604W	The crystal cup	Gertrude Franklin Horn Atherton	1925	0	1	1	mdp.39015011949776	The crystal cup / by Gertrude Atherton.	Atherton, Gertrude Franklin Horn, 1857-1	hathifiles_title
OL8078405W	The Hindered Hand	Sutton E. Griggs	1905	0	2	2	mdp.39015010962861|uc2.ark:/13960/t3st7fn12	The hindered hand: or, The reign of the repressionist / By S	Griggs, Sutton E. 1872-1933.	hathifiles_title
OL485453W	The Heritage of the Desert	Zane Grey	1910	0	7	7	hvd.hn6q73|coo1.ark:/13960/t06w9x748|mdp.39015004741214	The heritage of the desert : a novel / by Zane Grey.	Grey, Zane, 1872-1939	hathifiles_title
OL485697W	The Mysterious Rider	Zane Grey	1921	0	5	5	mdp.39015065540034|mdp.39015064417085|uc2.ark:/13960/fk3416t51p	The mysterious rider; a novel / by Zane Grey. Illustrations 	Grey, Zane, 1872-1939.	hathifiles_title
OL485686W	Wanderer of the wasteland	Zane Grey	1923	0	4	4	mdp.39015063551041|uc1.b3688196|uc1.$b298863	Wanderer of the wasteland / by Zane Grey. With illustrations	Grey, Zane, 1872-1939.	hathifiles_title
OL3971860W	Labrador days; tales of the sea toilers	Grenfell, Wilfred Thomason	1919	0	8	8	uc2.ark:/13960/t1xd0t733|uc1.$b298850|hvd.32044081333411	Labrador days; tales of the sea toilers, by Wilfred Thomason	Grenfell, Wilfred Thomason, Sir, 1865-19	hathifiles_title
OL16707471W	The man of the hour	Octave Thanet	1905	0	3	3	hvd.32044020093332|mdp.39015063916228|uc1.b4353763	The man of the hour / by Octave Thanet [pseud.] ; with illus	Thanet, Octave, 1850-1934	hathifiles_title
OL20259087W	The Diary of a Nobody	George Grossmith	1921	0	4	3	mdp.39015047755395|uva.x000445891|umn.31951001633490n	The diary of a nobody / by George Grossmith and Weedom Gross	Grossmith, George, 1847-1912.	hathifiles_title
OL38949768W	Monk and knight	Frank W. Gunsaulus	1893	0	7	7	uc2.ark:/13960/t4mk65t6b|uc2.ark:/13960/t71v5c764|uc1.b4469961	Monk and knight; an historical study in fiction, by Frank W.	Gunsaulus, Frank W. 1856-1921.	hathifiles_title
OL5114558W	Tourmalin's time cheques	Anstey, F.	1891	0	6	6	mdp.39015011933119|nyp.33433107876082|hvd.hwjz2y	Tourmalin's time cheques / by F. Anstey [pseudonym]	Anstey, F., 1856-1934.	hathifiles_title
OL5114561W	Vice versa	Anstey, F.	1882	0	9	8	hvd.hn5fuj|mdp.39015006580941|mdp.39015061306729	Vice versâ : or, a lesson to fathers / by F. Anstey [i.e. T.	Anstey, F., 1856-1934	hathifiles_title
OL17491W	The Lady of Blossholme	H. Rider Haggard	1909	0	3	3	uc2.ark:/13960/t3bz65x38|nyp.33433107876371|mdp.39015063918851	The lady of Blossholme / by H. Rider Haggard.	Haggard, H. Rider 1856-1925.	hathifiles_title
OL246169W	The man without a country	Hale, Edward Everett	1888	0	44	43	hvd.hn1wdj|hvd.hwk86k|mdp.39015063550936	The man without a country.	Hale, Edward Everett, 1822-1909	hathifiles_title
OL17719733W	Mr. Midshipman Easy	Frederick Marryat	1906	0	9	9	mdp.39015065780952|uva.x030741557|uc2.ark:/13960/t2g73cw5v	Mr. Midshipman Easy / by Captain Marryat.	Marryat, Frederick, 1792-1848.	hathifiles_title
OL174897W	Dian of the lost land	Edison Marshall	1935	0	1	1	mdp.39015023958880	Dian of the lost land.	Marshall, Edison, 1894-1967.	hathifiles_title
OL2525294W	Forty-one thieves	Angelo Hall	1919	0	3	3	uc2.ark:/13960/t71v5cv1s|uc1.$b298882|mdp.39015021310514	Forty-one thieves; a tale of California [by] Angelo Hall.	Hall, Angelo, b. 1868.	hathifiles_title
OL7650089W	Road to Endor	Esther Barstow Hammand	1940	0	1	1	mdp.39015038701184	Road to Endor / a novel by Esther Barstow Hammand, illustrat	Hammand, Esther Barstow.	hathifiles_title
OL7581291W	Children in the mist	Martin, George Madden	1920	0	2	2	mdp.39015063944121|hvd.hxdlv2	Children in the mist / by George Madden Martin.	Martin, George (Madden), Mrs., 1866-	hathifiles_title
OL2344450W	The Drums of Jeopardy	Harold MacGrath	1920	0	2	2	uc2.ark:/13960/t92807594|mdp.39015063938073	The drums of jeopardy / by Harold MacGrath ; ill. by Ralph P	MacGrath, Harold, 1871-1932.	hathifiles_title
OL1132227W	The action and the word	Matthews, Brander	1900	0	2	2	hvd.hxdibf|mdp.39015063938164	The action and the word : a novel of New York / by Brander M	Matthews, Brander, 1852-1929	hathifiles_title
OL16609922W	"Tom Burke of ""Ours"""	Charles James Lever	1913	0	4	4	hvd.hw201o|hvd.hw202c|mdp.39015063877032	"Tom Burke of ""Ours"" / by Charles Lever ; with illustrations "	Lever, Charles, 1806-1872.	hathifiles_title
OL12213057W	Dew on the grass	Eiluned Lewis	1934	0	1	0	mdp.39015063933108	Dew on the grass / by Eiluned Lewis; with a prefatory letter	Lewis, Eiluned.	hathifiles_title
OL12200004W	For the blue and gold	Joy Lichtenstein	1901	0	3	3	uc2.ark:/13960/t5cc0vf5z|mdp.39015063942141|nyp.33433074787866	For the blue and gold : a tale of life at the University of 	Lichtenstein, Joy, b. 1874.	hathifiles_title
OL40280109W	Quentin Durward	Scott, Walter	1894	0	42	38	mdp.39015020113703|mdp.39015011413260|mdp.39015020215912	Quentin Durward: a romance / From the last revised ed., cont	Scott, Walter, 1771-1832.	hathifiles_title
OL16899333W	The road builders	Merwin, Samuel	1905	0	4	4	mdp.39015022385366|nyp.33433074901707|wu.89088300413	The road-builders / by Samuel Merwin; with illustrations by 	Merwin, Samuel, 1874-1936.	hathifiles_title
OL17938398W	The magnificent adventure	Emerson Hough	1916	0	4	4	mdp.39015063553492|uc2.ark:/13960/t75t3hd5p|uc1.$b300907	The magnificent adventure / by Emerson Hough.	Hough, Emerson, 1857-1923.	hathifiles_title
OL36769591W	The last of the Mohicans	Cooper, James Fenimore	1917	0	19	13	mdp.39015033880801|mdp.39015004927490|mdp.39015012919109	The last of the Mohicans; a narrative of 1757 / by J. Fenimo	Cooper, James Fenimore, 1789-1851.	hathifiles_title
OL24104208W	The history of a slave	Johnston, Harry Hamilton	1889	0	3	3	hvd.32044024185373|mdp.39015035397515|ia.ark:/13960/t9p30gm0c	The history of a slave / by H.H. Johnston ... with 47 full-p	Johnston, Harry, 1858-1927	hathifiles_title
OL1094587W	The history of a slave	Johnston, Harry Hamilton	1889	0	3	3	hvd.32044024185373|mdp.39015035397515|ia.ark:/13960/t9p30gm0c	The history of a slave / by H.H. Johnston ... with 47 full-p	Johnston, Harry, 1858-1927	hathifiles_title
OL16905993W	The maid of the forest	Randall Parrish	1913	0	3	3	uc2.ark:/13960/t85h7fk2b|mdp.39015063946183|umn.31951002285781s	The maid of the forest; a romance of St. Clair's defeat, by 	Parrish, Randall, 1858-1923.	hathifiles_title
OL12908190W	Representative English novelists	Bruce Welker McCullough	1946	0	1	0	mdp.39015023178356	Representative English novelists: Defoe to Conrad / by Bruce	McCullough, Bruce, 1891-	hathifiles_title
OL863585W	Rob Roy; The heart of Mid-Lothian	Scott, Walter	1880	0	36	34	mdp.39015033168413|mdp.39015030223344|mdp.39015030223369	Rob Roy / by Sir Walter Scott, bart.	Scott, Walter, 1771-1832.	hathifiles_title
OL7711304W	Jewish characters in fiction: English literature	Harry Levi	1903	0	3	3	mdp.39015039354967|uc1.b3512683|uiuo.ark:/13960/t14n2rx38	Jewish characters in fiction: English literature / by Rabbi 	Levi, Harry.	hathifiles_title
OL32879090W	Margaret Bondfield	Mary Agnes Hamilton	1924	0	1	1	mdp.39015001696262	Margaret Bondfield / by Mary Agnes Hamilton (Iconoclast)	Hamilton, Mary Agnes, 1884-1966.	hathifiles_title
OL8729340W	Arthur O'Leary	Charles James Lever	1894	0	11	11	uc2.ark:/13960/t4xg9mb89|hvd.hwkqlf|mdp.39015063932936	Arthur O'Leary: his wanderings and ponderings in many lands.	Lever, Charles James, 1806-1872.	hathifiles_title
OL7717590W	The Ward of King Canute	Ottilie A. Liljencrantz	1903	0	5	5	uva.x030786066|mdp.39015065780507|uc2.ark:/13960/t6736nr6j	The ward of King Canute: a romance of the Danish conquest,	Liljencrantz, Ottilie A. 1876-1910	hathifiles_title
OL8079142W	Cap'n Eri	Lincoln, Joseph Crosby	1904	0	7	7	mdp.39015022681194|hvd.hn26hy|nyp.33433112005909	Cap'n Eri; a story of the coast / by Joseph C. Lincoln, with	Lincoln, Joseph Crosby, 1870-1944.	hathifiles_title
OL28609904W	Shavings	Joseph C. Lincoln	1918	0	3	3	mdp.39015063923968|uc2.ark:/13960/t3tt4j662|njp.32101068142007	Shavings / by Joseph C. Lincoln. With frontispiece by H. M. 	Lincoln, Joseph Crosby, 1870-1944.	hathifiles_title
OL41415969W	Kent Knowles	Joseph C. Lincoln	1914	0	5	5	hvd.hnqlpl|mdp.39015022681350|nyp.33433074787551	Kent Knowles: quahaug, by Joseph C. Lincoln ... illustrated 	Lincoln, Joseph Crosby, 1870-1944.	hathifiles_title
