filename	year	n_pages	n_footnotes	dominant_pattern	position_to_overcome_count	position_to_overcome_example	positive_alignment_count	positive_alignment_example	claim_assertion_count	claim_assertion_example	gap_identification_count	gap_identification_example	intervention_marker_count	intervention_marker_example
Mikhail 2022.pdf	2022	22	50	position_to_overcome	1	Mybellybegantoswell.Itgotbiggerdaybyday.ThreeyearslaterIgave birthtothisbabyelephant.Itwasaliveforonemonth.Thenthemid- wife,urgedonbytheprefect,killedmyelephantson[filoğlum].Ide- mandjustice[hakkımıha	1		0		0		0	
Miller 2025.pdf	2025	21	47	positive_alignment	0		4	"Master Meter: Ralph Ellison, Invisible Man, and the History of Lyric Peter Miller ""I have been carrying on a fight with Monopolated Light & Power for some time now,"" reflects the unnamed narrator of I"	1	"""That makes me kin toFord, EdisonandFranklin.Callme,sinceIhaveatheoryandaconcept,a'thinker- tinker'""(IM,p.7).4 AspowerswervesawayfromwhiteneighborhoodsandtowardHarlem, thenarrator'seffortisregisteredb"	0		0	
Milner 2019.pdf	2019	19	12	positive_alignment	1	While armies do exist, the Army,inthesingularformandcapitalized(theArmythatcarriedsomuch weightintheAlgerianWar)doesnotexistanymoreintheSchengenArea.	2	Universality in Splinters Jean-Claude Milner Translated by Pierre-Héli Monot The University as a Crowd UniversitiesinEuropeareamedievalinventionweowetotheRoman CatholicChurch,whichwemoresuccinctlycall	0		0		0	
Mitchell 2021.pdf	2020	37	53	positive_alignment	1	"As my mother always said, infuriatingly, ""this too will pass."" But what if itdoesn't?"	4	"As my mother always said, infuriatingly, ""this too will pass."" But what if itdoesn't?"	0		0		0	
Mitchell 2021b.pdf	2020	5	16	positive_alignment	0		2	Ofcourse,sinceweareinastateofemergency,crisis,andexception,who hastimetothinkabouttime?Nurses,orderlies,anddoctorsareoverwhelmed with sixteen-hour days of nonstop work; grocery clerks, immigrant fruit	0		0		0	
Mitchell 2023.pdf	2023	3	4	positive_alignment	0		6	No,actually.Thatwasme.Igotold,butCIdidnot.Thankstoitslong- standingpolicyofbringingyoungpeopleintotheeditorialgroup,thejour- nal is as young as ever.	0		0		0	
Morabito et al 2025.pdf	2025	32	51	positive_alignment	1	While the compound term's first documented use in 1635 alreadyreferredtothekeepingoffinancialrecords,onecanalsothinkofit astheexpressionofagrowinginterestinthekeepingofbooksmorebroadly conceived.Forex	5	On Keeping Things as Books Fabio Morabito, Kate van Orden, Deidre Shauna Lynch, Tom Stammers, and Erin Johnson-Williams Bookish,incommonparlance,oftenrefersimplicitlytoasurplusofbooks.	0		0		0	
Morgan 2023.pdf	2023	30	71	positive_alignment	1	But it is the boy, touching the screen, who comes to stand in for the cinematic encounter itself (fig.	3	Morefragments:aspiderwalking;asheepbeingslaughtered;nailsbeingdriven intoahand;stillshotsofnature,landscapes,buildings.Andatlastwegeta briefsceneseeminglywithintheworldofBergman'sfilm.Aboywakesupin an	2	Modernism Is Not for Children: Annette Michelson, Film Theory, and the Avant-Garde Daniel Morgan IngmarBergman'sPersona(1966)begins,famously,withameta-cinematic sequence.Aloud,discordantsoundisheard,a	0		0	
Morris 2024.pdf	2024	23	51	position_to_overcome	1		1	Toanswerthisquestiondemandsthatweaskwhatitmeanstoreadina pandemic.Why,indeed,dopeopleturntoreading,andthereadingofliter- ature in particular, in times of acute crisis—as they apparently did when COVID	0		0		0	
Morsel-Eisenberg Koerner 2021.pdf	2021	32	43	positive_alignment	0		2	"SeeEfraimElimelechUrbach,TheTosafists:TheirHistory,Works,Approaches(inHebrew), 2vols.(Jerusalem,1986).OnAshkenaziminItaly,seeMosheShulvass,""AshkenazicJewryin Italy,""YIVOAnnualofJewishSocialScience7(19"	0		0		0	
Mourelle 2024.pdf	2024	19	39	position_to_overcome	1	Itisbelievedthatatleastthemorepersonalpartsofthepoemwerecomposedafter 11November1476,thedayRodrigoManriquedied.However,hecouldhavewrittenthemore universalpartspriortotheevent.Whatseemsclearisthatallth	0		0		0		0	
Mourlet 2022.pdf	2022	16	12	positive_alignment	1	Whereas the time-honored arts are equipped with a thermometer, devel- opedlittlebylittlebyactiveconsumers,theminoritythatultimatelyimposes its tastes on the passive majority—whence a statistical agree	2	Whereas the time-honored arts are equipped with a thermometer, devel- opedlittlebylittlebyactiveconsumers,theminoritythatultimatelyimposes its tastes on the passive majority—whence a statistical agree	0		0		0	
Mukherjee 2023.pdf	2020	24	58	positive_alignment	0		3	Like Marconi's endeavor, Bose's Calcutta experiment also involved Thankstothespecialissueeditorsandmanagingeditorfortheirrigorousengagementwith thearticle.IwouldalsoliketothankSethCluett,JanetWalker,a	0		0		0	
Mulligan 2021.pdf	2019	18	35	positive_alignment	0		1	"The spatial metaphorics at play become PiranesianwhenFrancoMorettiarguesthat""close""readingismyopicand his critics call his method irreducibly ""distant"" (that is, orthogonal) from textuality inasmuch a"	0		0		0	
Nagel 2020.pdf	2020	21	62	positive_alignment	1	"InGeorgeGascoigne'sAHundrethSundrieFlowresBoundeUpinOneSmallPoesie (1573),thelyricalIfindsinhisgirlfriend'spocketaletterbyheroldlover(""oldleman"");he confrontsherinepistolaryformthathefound""alemanwhich"	5	"Nagel Sucked–Out Lemons FewsexualmetaphorsaresostrikingasImmanuelKant'suseofalemon intheLecturesonEthics.Intheparagraph""OfDutiestotheBodyinRegard to the Sexual Impulse,"" Kant critically opposes the se"	0		0		0	
Neer 2019.pdf	2019	35	67	none	0		0		0		0		0	
Newheiser 2020.pdf	2020	3	3	position_to_overcome	4	"Whereas""FaithandKnowledge""is(byDerrida'sownaccount)telegraphic andabstract,""ChristianityandSecularization""ismoredirect.Followingindi- cations in the earlier essay, Derrida argues that Enlightenment cr"	3	"' "" Introduction to Jacques Derrida s Christianity "" and Secularization David Newheiser JacquesDerridapresented""ChristianityandSecularization""ata1996col- loquium tomark the publication ofa collection "	1	"Whereas""FaithandKnowledge""is(byDerrida'sownaccount)telegraphic andabstract,""ChristianityandSecularization""ismoredirect.Followingindi- cations in the earlier essay, Derrida argues that Enlightenment cr"	0		0	
Ng 2023.pdf	2019	22	38	position_to_overcome	5	Now Proust was a homosexual, and stayed in bed for years with nothing but milk and crescent rolls and a work of art, but my God the difference.	5	Now Proust was a homosexual, and stayed in bed for years with nothing but milk and crescent rolls and a work of art, but my God the difference.	0		0		0	
Nordblad 2021.pdf	2021	21	46	none	0		0		0		0		0	
Oksala 2023.pdf	2023	24	43	position_to_overcome	1	Neoliberal Subjectivation: Between Foucault and Marx Johanna Oksala DanielZamoraandMichaelBehrent'seditedvolumeFoucaultandNeo- liberalism (2016) became the topic of a heated debate in the philosophica	1		1	Neoliberal Subjectivation: Between Foucault and Marx Johanna Oksala DanielZamoraandMichaelBehrent'seditedvolumeFoucaultandNeo- liberalism (2016) became the topic of a heated debate in the philosophica	0		0	
O’Neill 2023.pdf	2023	22	28	positive_alignment	0		5	In the following weeks, the region saw the release of radioactive isotopes such as iodine-131, cesium- 134, and cesium-137, among others.1 The situation forced tens of thousands ofpeopletoevacuate,tur	0		0		0	
Palacios 2019.pdf	2019	21	66	positive_alignment	3	Reasoning with the Exclusionary Other: Classical Scenes for a Postradical Horizon Carlos Palacios Thanks to Michel Foucault, one might say it has become possible to conceivethatthepoliticalrelevanceof	8	Reasoning with the Exclusionary Other: Classical Scenes for a Postradical Horizon Carlos Palacios Thanks to Michel Foucault, one might say it has become possible to conceivethatthepoliticalrelevanceof	1	I contend that tracing the con- toursofthisclassical,if longunthinkableidea,caninformourresponseto theotherofsocialcritique.	0		0	
Panagia 2019.pdf	2019	33	45	position_to_overcome	5	"Apparently, Foucault had bumped intothemicrophoneofthedevicerecordinghislecture.Asherecoversand before resuming his discussion he says this: ""I am not against any appa- ratuses [les appareils], but I "	0		1	"translation of dispositif is, conventionally, ""apparatus.""3 There are two (or more) different terms in French, but we tend to only use apparatus in English.Butby1978Foucaulthadfullyadoptedandadaptedth"	0		0	
Panofsky 2023.pdf	2023	9	8	positive_alignment	0		1		0		0		0	
Parisi 2022.pdf	2019	21	30	positive_alignment	2	Ifartificialintelligencehasturnedtranscendentalmetaphysicsintoaggre- gatesofdata,sotooconceptualcategorieshavebecomecalculatingproba- bilities.IntheaftermathofWorldWarII,MartinHeideggeralreadyissued a	5	Ifartificialintelligencehasturnedtranscendentalmetaphysicsintoaggre- gatesofdata,sotooconceptualcategorieshavebecomecalculatingproba- bilities.IntheaftermathofWorldWarII,MartinHeideggeralreadyissued a	1	314 Luciana Parisi / Recursive Philosophy and Negative Machines This article addresses these tendencies and argues that a systematic ap- proachto nature and technologyalsoneeds to account for theprobl	0		0	
Parker 2025.pdf	2023	27	74	positive_alignment	3	It is swaying gently, bright against the jet-black background.	6	"This is what a healthy reef sounds like.""Suddenly, the vol ume fades and the coral bleaches."	0		0		0	
Peters Wickberg 2022.pdf	2022	21	48	positive_alignment	0		2	"Ourunderstandingofmediaasfundamentalconstituentsofenvironmen- tal organization joins the flourishing interest in infrastructures, understood as""large,force-amplifyingsystemsthatconnectpeopleandinstitu"	0		0		0	
Pippin 2019.pdf	2019	32	32	positive_alignment	0		4	Thegreatonessucceedinnarratingbothasurfacestoryand,likethetitles, an ironic counterpart.InSirk's case the films manage both toindulge the audience's expectations for melodrama, often satisfying them, 	1	Now,howacinematicstylecansuggestirony,howwhatweareshown can suggest how much in what is shown is not immediately obvious and is easy to miss, is perhaps even the contrary of what is most easily t	0		0	
Platt 2020.pdf	2020	27	49	positive_alignment	3	Re-membering the Belvedere Torso: Ekphrastic Restoration and the Teeth of Time Verity Platt Onmy ownIestablished remedies [pharmaka] forforgetfulness, whicharewithout speechand(yet)speak,bycreatingsyl	4	—Euripides, Palamedes, frag.5781 InEuripides'sfragmentaryplayPalamedes,theeponymousheroiscele- brated as a brilliant innovator responsible for the invention of writing.2 Ironically, Palamedes meets hi	2	"Palamedes may claim that his written grammata work as ""remedies for forgetfulness""—pharmaka to cure the afflictions of Lêthê."	0		0	
Pottage Biagioli 2023.pdf	2023	21	43	positive_alignment	0		3	"as Foucault's ""What is an author?""3 was to the conceptual apparatus of twentieth-centurycopyrightlaw."	0		0		0	
Pourciau 2022.pdf	2019	29	38	positive_alignment	1	Everyoneonbothsidesofthetechversusphilosophydivideagreesthat thecurrentpredicamentisnew:a2021reportbytheInternationalDataCor- poration (IDC) estimates that 62.2 zettabytes of data were created in 2020	3	"JohnR.Mashey,""BigData...andtheNextWaveofInfraStress,""slidepresentationgiven atUSENIXAnnualTechnicalConference,Monterey,Calif.,6–11June1999,p.1,static.usenix .org/event/usenix99/invited_talks/mashey.pd"	0		0		0	
Qian 2020.pdf	2020	27	67	positive_alignment	1	While classical Marxist theory had outlined a relatively clear temporal progression for stages of social transformation, and predicted therealizationofsocialismthroughaworldwideproletarianrevolutionin	3	While classical Marxist theory had outlined a relatively clear temporal progression for stages of social transformation, and predicted therealizationofsocialismthroughaworldwideproletarianrevolutionin	0		0		0	
Rajagopal 2020.pdf	2020	28	68	positive_alignment	2	They offered reassurance about the human and benign character of communication while, at the same time, they ac- knowledged the growing importance of technology.	4	The academic study of communication was thus inaugurated with the assumption that in a democracy like the US communication was free and h	1	—PaulValéry2 Introduction Mediaasatermhasbecomesocommonplacethatitiseasytooverlook thefactthatoneworddesignatesallorvirtuallyalltechnologiesofcommu- nication,asiftheycouldallbeassumedtoactinconcert,or	0		0	
Rancière 2022.pdf	2022	16	18	positive_alignment	0		7	"NorwillIexplorethedifferentschools,whatevertheymightbecalled—su- prematism,futurism,constructivism,orothers—asembodimentsof""true"" communistart.Instead,Ishallsimultaneouslyponderthequestionfroma distan"	0		0		0	
Reeves-Evison 2021.pdf	2021	28	64	positive_alignment	0		4	AlthoughitisclearthattheprimaryreferencesforBrand'sthinkingabout infrastructurearephysicalsystemssuchassewers,roads,andcommunica- tionnetworks,heneverthelesswidenshistermsofreferencetoincludethe intel	1	infrastructureneednotonlycompriseofaphysicalnetworkofinterlinked objects; it can just as easily exist as an immaterial series of repeatable for- mulas or shared standards.2 Considered in this way, the	0		0	
Renard 2025.pdf	2022	22	36	positive_alignment	1	If the organization of time previ- ously had found its basis in tradition, where the present moment is but the latest instantiation of the past or the pale reflection of eternal ideas, thetemporalityt	3	The Moment Unbound: When Romance Broke Free from Epic Fredrik Renard AccordingtothelatecriticKarlHeinzBohrer,modernliteraturebegins whenlong-termperspectivesaredisplacedbythemoment.1Withthissim- pleye	0		0		0	
Rennebohm 2023.pdf	2020	20	37	positive_alignment	1	Race, Get Out, and the Advent of (Enforced) Skepticism Kate Rennebohm Thewhite manwantstheworld;hewantsitfor himselfalone.Hefindshimselfpre- destinedmasterofthisworld.He enslavesit.Anacquisitive relat	3	"Like amagician,I robbedthewhitemanof""acertain world,""forever after losttohim andhis."	0		0		0	
Robinson 2024a.pdf		22	67	none	0		0		0		0		0	
Robinson 2024b.pdf		6	18	claim_assertion	1		2	Gallagher identifiesthesourceofmymisreadingofheressayinitscompressedstate- ment of an argument from her book Nobody's Story.3 I did in fact assume that the differences between the 2006 essay and the 1	3	"I didnotmeantosuggestthatshetreatsfictionalityas""indifferenttoalltruth claims"" (Catherine Gallagher, ""A Response to Benedict S."	0		0	
Roosth 2022.pdf	2022	24	44	positive_alignment	0		1	The Sultan and the Golden Spike; or, What Stratigraphers Can Teach Us about Temporality Sophia Roosth Groundings Viewed from above, Earth lookslike a topographic map ofitself.Asour aircraftdescends,th	0		0		0	
Salvato 2025.pdf	2022	22	32	positive_alignment	0		2	Cuteness Envy Nick Salvato To launch into describing and unpacking the phenomenon of cuteness envy, I begin with an account of a scene in the FX dramedy Better Things (2016–2022),whichwillfeatureasmyc	0		0		0	
Saussy 2020.pdf	2020	14	23	claim_assertion	0		1		2	One of Miner's purposes was to show that the standardEuropeanwayofconceiving thewholerealmofart—ofthinking ofpaintings,symphonies,novels,andlyricalpoems—throughthemodelof dramaticmimesismissesthepoint	0		0	
Schmitt 2022.pdf	2022	4	4	position_to_overcome	3	This figure, a peculiar fool, rides atop his nag Rocinante headlong towards windmills, struggles with his fantasies, and has a vague but utterly ridiculous relationship with his Dulcinea.	3	This figure, a peculiar fool, rides atop his nag Rocinante headlong towards windmills, struggles with his fantasies, and has a vague but utterly ridiculous relationship with his Dulcinea.	0		0		0	
Schultz 2021.pdf	2020	4	2	positive_alignment	2		3	The Climatic Virus in an Age of Paralysis Nikolaj Schultz 21 March 2020 ThecollectivereactionfollowingCOVID-19seemstobeadouble-edged sword.Ontheonehand,thestateofexceptioncontinuestogeneratefear, pani	0		0		0	
Schwendener 2025.pdf	2025	26	53	position_to_overcome	1		1	"' Into the Abyss: Vilém Flusser s Theories of Art, Nature, and Culture Martha Schwendener ""Nothingthatishumanisalientome""readstheepigraphforVilémFlus- ser'sparabiologicalfableVampyroteuthisInfernalis("	0		0		0	
Schwenger 2022.pdf	2022	15	17	position_to_overcome	5	This commonplace solution to a commonplace problem, however, has only worked because it ignored a host of other problems.	2	"OxfordEnglishDictionary,s.v.""meaning."" whatproportions?Itseemsalmostimpossibletogetaclearsenseofwhatlies betweenwords,giventhevaguenessoftheterrain.2Yetdictionariesarenot supposed to be vague but prec"	0		0		0	
Schwenger 2024.pdf	2024	17	25	positive_alignment	2	"However, as Vilém Flusser observes, ""writing is no longer done this way."	5	"However, as Vilém Flusser observes, ""writing is no longer done this way."	0		0		0	
Scotch 2021.pdf	2020	3	7	positive_alignment	1		3	To preserve the posts, we are publishing them as a supplement to the Winter 2021 issue.	0		0		0	
Seguín 2022.pdf	2022	25	52	positive_alignment	0		1	This was precisely the kind of theory Schmitt was after.	0		0		0	
Shatz 2019.pdf	2019	25	40	positive_alignment	1	While Jewish history has known great masters of Halakhah (Jewish law)andgreatmastersofphilosophy,itisnostretchtoaffirmthathalakhic prowess and philosophical achievement on Soloveitchik's level had not	4	Rabbi Soloveitchik wrote many philosophical essays in the course of his life; a large number were published after he turned sixty, and hundreds more manuscripts were discovered after his death.	0		0		0	
Shechtman 2021.pdf	2021	31	41	positive_alignment	1	"PaulF.Lazarsfeldetal.,""Minutes,""TamimentInstituteArchives,NewYorkUniversity, TAM.007.004,box3,p.1l;hereafterabbreviated""M."" academicianwhotriestobeguidedbyempiricalresearch""(DanielBell,Na- than Glazer"	2	"Within a few decades, they could all reasonably affiliate with what wouldcometobecalledmediastudies.Atthetime,though,theyweresimply the invited guests of the Tamiment Institute's seminar on ""Mass Medi"	0		0		0	
Slater 2025.pdf	2024	7	7	positive_alignment	0		5	Inheranalysisofhowadvancesinimagegenerationalterthelandscapeof the photographic arts, Wasielewski begins from one instance of this tech- nology'semergenceintopopularconsciousness,theopeningofthewebsit	1	—JacquesLacan1 For the past five decades of machine learning research in computer vi- sion,thegenerationofsyntheticimages(or,AIphotography)hasachieved extraordinarysuccessasaresearchareawithinthelarge	0		0	
Slaughter 2024.pdf	2024	18	25	positive_alignment	0		4	Myaiminthisanalysisoftheunspokenaspectsofthemechanicalfunc- tionality of the camera is to identify how the medium of photography converges with forms of representation that are often considered foreig	1	Therectangularshapeoffilmhasbecomethestandardizedshapeofpho- tographsbecauseofthestandardizedshapeoftheareainsidethecamerathat holdsthefilm.Forcenturies,therectanglehasbeentheframeofpaintings, drawing	0		0	
Smith 2019.pdf	2019	26	48	position_to_overcome	1		1		0		0		0	
Sollors 2020.pdf	2020	20	35	position_to_overcome	2	""" "" Better to Die by Them than for Them : "" "" Carl Schmitt Reads Benito Cereno Werner Sollors ""But ifthatstorywasnottrue, whatwasthetruth?"" —HermanMelville, ""BenitoCereno"" Thelegalandpoliticaltheorist"	1	"402 Werner Sollors / Carl Schmitt Reads ""Benito Cereno"" toleavesomeofhisappointments.Still,protectedbyHermannGöringand HansFrank,hewasabletokeephisprestigiouslawprofessorshipinBerlin andpublishmoreess"	0		0		0	
Somaini 2023.pdf	2020	22	47	positive_alignment	0		1		0		0		0	
Sorace 2020.pdf	2020	23	56	positive_alignment	1		3	In this essay, I define Maoism as an experiment in intimate governance andanattempt—albeitafailedone—todismantlethedividebetweenpolitical PreviousversionsofthisarticlewerepresentedatDividedAuthorities	0		0		0	
Sprenger 2023.pdf	2020	22	47	position_to_overcome	2	Introduction—Epistemologies of Surrounding Fewconceptsarecurrentlyasloadedandarguablyoverusedasthatofen- vironment, but the conceptual history of the term itself largely remains a blind spot in curren	2	Introduction—Epistemologies of Surrounding Fewconceptsarecurrentlyasloadedandarguablyoverusedasthatofen- vironment, but the conceptual history of the term itself largely remains a blind spot in curren	0		0		0	
Stark 2024.pdf	2024	26	60	positive_alignment	1	Just before the Baudelaire seminar, Broodthaers held his LiteraryExhibitionConcerning[Stéphane]Mallarmé,forwhichheinviteda keymemberofGoldmann'sinnercircleinBelgium,PierreVerstraeten,to giveatalkatthe	4	"For,onlyfiveandahalfyearspriorattheageofforty,""wonder[ing]whether I could not sell something and succeed in life,"" as he notoriously put it, he abandonedhisownpoeticvocationtobecomeanartist.2Thoughhis"	0		0		0	
Stejskal 2021.pdf	2021	23	43	positive_alignment	2	Aesthetic Archaeology Jakub Stejskal Introduction Examining theKurba'ilstatue ofthe Assyrianruler Shalmaneser III, an archaeologistisfacedwithanobviousquestionregardingitsappearance— namely,Whatendswa	4	"As it turns out, there is a cuneiform inscription on its surface, one that describes it as a ""statue of polished, shining, precious calcite whose artistic features are most beautiful to look upon.""1 T"	0		0		0	
Stevens 2021.pdf	2020	8	2	positive_alignment	0		2	ButastheperceptionofspaceisreconditionedinlifeunderCOVID-19,our encounters with fictional spaces—and with what and how they express— alters.Evenwhenweknowstoriesarenotsetinthepresent,thenewregimes ofb	0		0		0	
Stine 2019.pdf	2019	25	46	position_to_overcome	2	"—GregJames, Visual6502 project computer'svisuality.NicholasMirzoeffwrites,forinstance,thatcomput- ersarenot""inherentlyvisualtools,""1andJacobGabouryhasmadethecase recentlyevenmoreemphatically:""Thecompu"	0		0		0		0	
Stoler 2022.pdf	2022	24	41	none	0		0		0		0		0	
Swarbrick 2023.pdf	2023	20	26	positive_alignment	0		3	"Sedgwick hails the anti-Oedipal duo tenderlybutdismissively,statinginamockaffectionatetone,""'Nottonight, dears,Ihaveaheadache.'""2 In a text advocating reparative reading as an integratory method of as"	0		0		0	
Szendy 2021.pdf	2020	5	9	position_to_overcome	4	Viral Times Peter Szendy 15 April 2020 Despite the warning signs, despite thenews from China, itwas as if we had woken up overnight in a completely different world: wholly different but exactly the sa	3	Viral Times Peter Szendy 15 April 2020 Despite the warning signs, despite thenews from China, itwas as if we had woken up overnight in a completely different world: wholly different but exactly the sa	1	The Emergency of Being at a Standstill Forsome,includingme,everythingstopped.Immobilizationhasvisible effects,atleastthroughtheeyesofthemachinesthatcontinuetoflywhile humans are nailed to the ground: 	0		0	
Taussig 2020.pdf	2020	15	25	positive_alignment	3	"The N refers to a file designation, like anumber, while thename proper, referring to itscontents, is ""TheThe- oryofKnowledge,TheoryofProgress.""Withineachfile,suchasN,each note is separated from the ne"	7	Unpacking My Library: An Experiment in the Technique of Awakening Michael Taussig Thesenotes,whichdeal with theParisarcades,werebegunundertheopensky—a cloudlessblue whicharcedoverthefoliage—andyetarec	0		0		0	
Taussig 2021.pdf	2020	4	1	positive_alignment	2	But it all depends on what kind of sha- manism and what kind of help.	11	Given presidential grandstanding and the run on toilet paper and guns, it seems like a reasonable question.	0		0		0	
Tavlin 2022.pdf	2022	21	36	positive_alignment	2	Series resist close reading, but that does not mean serial reading is not close.Rather,theclosenessoftheserializedobjectortextbecomesanissue to be resolved as reader becomes unreader and vice versa.	4	"Serial Unreading Zachary Tavlin In1967,MelBochnerdistinguishedserialityfromwork""'inseries,'""1adis- tinctionlaterelucidatedbyBrionyFerasthebasisofanewattentionalaes- theticthatforegroundsexperientialdi"	0		0		0	
Thell 2025.pdf	2020	24	46	positive_alignment	2	"Some dangle loosely, ""only hungbyStrings,orNerves,""whereas""othersstuckclose"";somehangfrom ""thetop,orupperparts,""whileotherscluster""atthebottom.""Thus""cov- eredwithitsownProductions,""this""RockyCreature"""	3	""" "" I Am Restless to Live, As Nature Doth : Cavendish and the Aesthetics of Beating Bodily Time Anne M."	0		1		0	
Thiemeyer 2019.pdf	2019	24	45	positive_alignment	0		1	Thesetextsremindedthevisitorsofeventssuchastheseriesofmedicaltests that Robert Koch performed on people from Africa or the sensationalist Völkerschauen(EthnographicZoos)oftheworldfairsofthe1900s.1 Thi	0		0		0	
Tiisala 2021.pdf	2021	22	39	positive_alignment	1	Foucault, Neoliberalism, and Equality Tuomo Tiisala Thechargeisfamiliarbynow.MichelFoucault'suncriticalengagement with neoliberalism, revealed by his posthumously published 1979 lecture course,showsno	2	Foucault, Neoliberalism, and Equality Tuomo Tiisala Thechargeisfamiliarbynow.MichelFoucault'suncriticalengagement with neoliberalism, revealed by his posthumously published 1979 lecture course,showsno	0		0		0	
Tu 2024.pdf	2024	23	68	position_to_overcome	1		1	"Between Conformity and Dissent: Two Chinese Thinkers in Search of Esotericism Hang Tu In 1941, the émigré Leo Strauss (1899–1973) published a polemical essay titled ""Persecution and the Art of Writing"	1		0		0	
Vaughn 2024.pdf	2022	23	63	position_to_overcome	2	Guyanese engineers, trained both in international apprenticeships and hands-onlocalexperience,developedanunderstandingofthegeologicalac- tivitythatmadeithardtomaintaintheseawallsandtheriprapofstonesth	2	Unavoidable Slips: Settler Colonialism and Terra Nullius in the Wake of Climate Adaptation Sarah Elizabeth Vaughn Thisarticlepresentsacasestudyinthecoordinationofthephysicalen- vironmentandhumaninterv	1	Rather thanarguing for theclaims of thepre- Anthropocene Earth, the article suggests how many factors are at play in developing policy in the present, in an era of heightened awareness of the differen	0		0	
Veg 2020.pdf	2020	19	44	position_to_overcome	1		0		0		0		0	
Wang 2020.pdf	2020	19	37	position_to_overcome	1		0		0		0		0	
Wasielewski 2025.pdf	2023	9	18	positive_alignment	0		2	TurningmorefullytogenerativeAIandforminrelationtophotography afterthiswasaconsciousstepbeyondtheobviousquestionsofpowerand positionalitythatdominatediscussionsofAItechnologiestoday.AsIhaveal- readyrep	0		0		0	
Weatherby Justie 2022.pdf	2019	35	76	positive_alignment	0		1	382 Leif Weatherby and Brian Justie / Indexical AI Computerswerebuilttohandlesymbolsassignedarbitrarilytoarrange- ments of hardware with sets of switches operating in rigid syntax.	0		0		0	
Wiemer 2025.pdf	2025	27	74	positive_alignment	2	""" fi "" Libraries as Academic Traf c Facilities : Interlibrary Loan Imaginations after Hannah Wiemer Interlibrary Loan: Infrastructure, Network, and Traffic In 1947, Georg Leyh, alibrary scholar andthe"	8	""" fi "" Libraries as Academic Traf c Facilities : Interlibrary Loan Imaginations after Hannah Wiemer Interlibrary Loan: Infrastructure, Network, and Traffic In 1947, Georg Leyh, alibrary scholar andthe"	0		0		0	
Wilkinson 2021.pdf	2020	1	0	positive_alignment	0		1	After Lucretius John Wilkinson 29 April 2020 Thelightshavefallendumbandrefusetotravel, preservingtheiranglesisallthatconcernsthem; clotheshangintheircreases,whileinseed-banks weevilscurlupatthefutilit	0		0		0	
Wilson 2025.pdf	2025	21	45	positive_alignment	1	"Solanasanticipatesthatoncethemanifestohitsthestreets,""theworld'llbecor- rodedwithSCUM.""1Astimehaspassed,however,theworldseemslesscor- rodedbySCUMthanenlivened,inspired,andamusedbyit.Intheyearssince 19"	3	' Corroded with SCUM: Valerie Solanas s Theories of Mind Elizabeth A.	0		0		0	
Wu 2020.pdf	2020	19	33	positive_alignment	1	"AlongfeaturearticlebyJiayangFanrecentlyappearedintheNewYorker underthetitle""BeautyIsJustice.""1ItdiscussedthephenomenonofChina's obsessionwithbeautifiedselfiesandaftermorethaneightthousandwords reached"	3	China'seconomicrisesincethe2000shasbeencloselyaccompaniedbya firm determination to present itself as a spectacle.	0		0		0	
Yeager 2019.pdf	2019	15	25	position_to_overcome	2	Itisboththepri- maryobstacletoandtheprimarymotivefortheanalysisofprotocolsthat anycommentonthehistoryofaprotocolmusteitherdefendorcritique itscurrentconfiguration.Protocolsaretechniques,latentinthenat	2	Protocol is how control exists after distribution achieves hegemony as a formal diagram.	0		0		0	
Yu 2021.pdf	2021	18	56	position_to_overcome	3	1684–1958 The Algorithm Concept, Mingyi Yu Thewordalgorithmhasbecomethedefaultdescriptorforanythingvaguely computationaltotheextentthatitappearssynonymouswithcomputingit- self.Itfunctionsinthisrespect	3	Iintendtopursuetheopposite.Inhistoricizingratherthannaturalizing the algorithm concept, I will be following it as a signifier, not presupposing anunderlyingsignificance—examininghowitcanbeused,rathert	0		0		0	
Zervigón 2023.pdf	2023	37	57	position_to_overcome	5	Visible Yet Transparent: The Lens in Nineteenth-Century Photographic Cultures Andrés Mario Zervigón In1834,theIrish/BritishauthorMaryBoddingtonpublishedabookre- flectingonhergrandtouroftheEuropeancont	4	Visible Yet Transparent: The Lens in Nineteenth-Century Photographic Cultures Andrés Mario Zervigón In1834,theIrish/BritishauthorMaryBoddingtonpublishedabookre- flectingonhergrandtouroftheEuropeancont	1	Lenses, the expression suggests, maycasttheworldinafelicitousshadeofpink.Buttheydosoattheexpense ofwarpinghumanperceptionandexcusingonetothinkthatnarrowedvi- sionisinfactcorrected.	0		0	
Zhang 2022.pdf	2022	17	42	positive_alignment	1	hasaccordinglybeenquestionedanddismissed.Atthesametime,however, Weber'sscathingcriticismofProtestantrationalismandhispessimismto- wardWesterncapitalismhavenotbeenproperlyrecognized.Indeed,Weber wasact	2	' Max Weber s Confucian Care of the Self Chunjie Zhang Amajorthinkerofthetwentiethcentury,MaxWeberisprobablybetter known as the source of a set of controversial Weberianisms.	0		0		0	
Žižek 2021.pdf	2020	5	7	positive_alignment	2	But our priority should be, nonetheless, not to economize,buttohelpunconditionally,irrespectiveofcosts,thosewhoneed help,toenabletheirsurvival.	3	Is Barbarism with a Human Face Our Fate?	0		0		0	
